title,year,director,genres,country,language,rating,votes,url
以革命的名义,1960,史大千 / 李恩杰,战争,中国大陆,汉语普通话,8.0,118,
朱迪思·赫恩的孤独感 The Lonely Passion of Judith Hearne,1987,杰克·克莱顿,剧情 / 爱情,英国,英语,8.0,128,
36岁正美丽 36 Vayadhinile,2015,罗珊·安德鲁斯,剧情 / 喜剧 / 家庭,印度India,泰米尔Tamil,8.0,132,
爱心派对 It's My Party,1996,Randal Kleiser,剧情,美国,英语,8.0,128,
快乐的动物园,1983,杨启天 / 张祖诚,剧情 / 喜剧 / 儿童,中国大陆,普通话,7.9,110,
帕西法尔 Parsifal,1982,汉斯-于尔根·西贝尔伯格,剧情 / 音乐,西德 / 法国,德语,8.0,90,
兄弟之情,2010,金春松 / 金贤哲,战争,朝鲜,韩语 / 汉语普通话,8.0,124,
水谷丰版浅见光彦7：备后路杀人事件 浅見光彦ミステリー7 備後路殺人事件,1990,Kazuyoshi Yoshikawa,剧情,日本,日语,8.0,117,
五月一天,2011,马占冬,,中国大陆,四川方言,8.0,108,
奥赛罗 National Theatre Live: Othello,2023,克林特·戴尔,剧情,英国,英语,8.0,113,
纪实72小时 仰望天上的飞机 ドキュメント72時間「大空に飛行機を見上げて」,2018,,纪录片,日本,日语,8.0,100,
第63届托尼奖颁奖典礼 The 63rd Annual Tony Awards,2009,格伦·维斯,真人秀,美国,英语,8.0,100,
约翰·丹佛的故事 Take Me Home: The John Denver Story,2000,Jerry London,,USA,English,8.0,98,
忠肝义胆 Baazi,1995,Ashutosh Gowariker,剧情 / 动作 / 惊悚 / 犯罪,印度,北印度语,8.0,115,
小马驹电影 My Little Pony: The Movie,1986,Mike Joens,动画 / 家庭 / 奇幻,美国,英语,8.0,105,
最迷人与最动人的 Самая обаятельная и привлекательная,1985,Геральд Бежанов,喜剧 / 爱情,苏联,俄语,8.0,114,
与恶魔携手 Shake Hands with the Devil,2007,罗杰·斯波蒂斯伍德,剧情 / 历史 / 战争,加拿大,英语 / 法语,8.0,107,
新天方夜谭之失魂王子 بابا عزیز,2006,Nacer Khemir,剧情,瑞士/匈牙利/法国/德国/伊朗/突尼斯/英国,阿拉伯语 / 波斯语,8.0,108,
成名之翼 Wings of Fame,1990,Otakar Votocek,剧情 / 喜剧,荷兰,英语,8.0,115,
周六夜现场：史蒂夫·卡瑞尔/亚瑟小子 Saturday Night Live Steve Carell/Usher,2008,,,美国,英语,8.0,91,
刘易斯探案：爱情寓言 Lewis: Allegory of Love,2009,比尔·安德森,剧情 / 悬疑 / 犯罪,英国,英语,8.0,96,
家庭录像带 Homevideo,2011,基里安·里霍夫,剧情 / 家庭,德国,德语,8.0,95,
马里尤斯和雅耐特 Marius et Jeannette,1997,罗贝尔·盖迪吉昂,剧情 / 喜剧 / 爱情,法国,法语,8.0,89,
浪花金融道2 ナニワ金融道2,1996,,,日本,日语,8.0,103,
罗密欧与茱丽叶 Romeo and Juliet,1966,保罗·锡纳,剧情 / 爱情 / 音乐,英国,英语,8.0,90,
刘易斯探案：爱情尽头 Lewis: The Point of Vanishing,2009,Maurice Phillips,剧情 / 悬疑 / 犯罪,英国,英语,7.9,92,
繁星 Byeol,2003,Hyeong-ik Jang,剧情 / 爱情,韩国,韩语,8.0,98,
十四、五岁,1984,赵元,剧情,中国大陆,普通话/国语,8.0,96,
食至灭绝 Eating Our Way to Extinction,2021,Ludo Brockway / Otto Brockway,,英国,英语 English,8.0,96,
追求幸福 Pursuit of Happiness,2001,约翰·普奇,喜剧 / 爱情,美国,英语,8.0,83,
地平线系列.：恐龙迪皮与蓝鲸 Horizon: Dippy and the Whale,2017,Annie Mackinder,,英国,英语,8.0,87,
埃德加的诅咒 La malédiction d'Edgar,2013,Marc Dugain,剧情 / 历史,法国,英语 / 法语,8.0,99,
独乐：董阳孜纪录片,2012,王嬿妮,,中国台湾,汉语普通话,8.0,87,
愚人方舟 Archa bláznů aneb Vyprávění z konce života,1990,Ivan Balada,剧情,捷克斯洛伐克,捷克语,8.0,62,
都回家去 Tutti a casa,1960,路易吉·科门奇尼,剧情 / 战争,意大利,意大利语,8.0,81,
三便士电影 Dreigroschenfilm,2018,Joachim Lang,剧情,德国,德语,8.0,91,
莎拉布莱曼醇精选 Sarah Brightman: Diva - The Video Collection,2006,Rudi Dolezal / Hannes Rossacher,音乐,英国,英语,8.0,84,
刘易斯探案：冬日之死 Lewis: The Dead of Winter,2010,比尔·安德森,剧情 / 悬疑 / 犯罪,英国,英语,7.9,87,
MTV Europe Music Awards 2008,2008,Hamish Hamilton,,美国,英语,8.0,79,
杰克梅蒂的异想世界 Alberto Giacometti - What Is In A Head,2001,Michel van zele,传记,法国,英语,8.0,72,
刘易斯探案：恐惧之殇 Lewis: Down Among the Fearful,2013,布莱恩·凯利,剧情 / 悬疑 / 犯罪,英国,英语,7.9,83,
幻术大师：角力者的坟墓 Jonathan Creek: The Wrestler's Tomb,1997,马库斯·莫迪默,剧情 / 悬疑 / 犯罪,英国,英语,8.0,90,
未完成2号,2007,李凝,,中国大陆,普通话/国语,8.0,65,
源来是爱 源來是愛,2003,冼杞然,剧情,中国香港,粤语,8.0,79,
企鹅与水晶 The Pebble and the Penguin,1995,唐 布卢兹 (Don Bluth) / 加里 戈德曼 (Gary Goldman (I)),爱情 / 动画 / 歌舞 / 家庭,爱尔兰 / 美国,英语,8.0,89,
再会~横田惠的愿望 再会〜横田めぐみさんの願い〜,2006,,,日本,日语,8.0,87,
挚爱今犹在 Lo más importante de la vida es no haber muerto,2010,Olivier Pictet / Marc Recuenco / Pablo Martín Torrado,剧情 / 喜剧,瑞士 / 西班牙,西班牙语 / 加泰罗尼亚语,7.9,92,
正面迎击 正面迎擊,2013,钟权,,中国台湾,,8.0,78,
哈利法克斯 Халифах,2013,,剧情 / 悬疑,俄罗斯,俄语 Russia,8.0,81,
双打飞碟 Zoomerne,2009,克里斯蒂安·E·克里斯蒂安森,家庭,丹麦,丹麦语,7.9,88,
傻子也能办大事-超级公务员木村俊昭 仕事の流仪 「“ばかもの”が、うねりを起こす～公务员 木村俊昭」,2009,,,日本,日语,8.0,75,
弦管动春心 New Orleans,1947,阿瑟·卢宾,爱情 / 音乐,美国,英语,8.0,64,
上官海铃,2011,咿哚咹,剧情 / 动画,中国大陆,汉语普通话,8.0,72,
马塞罗 马塞罗 MARCELLO MARCELLO,2008,Denis Rabaglia,喜剧 / 爱情,瑞士 / 德国,意大利语,8.0,71,
那个地方伊拉克 Overhere Overthere,2007,纳尔逊·麦科米克 克里斯·格罗尔莫 迈克尔,剧情,美国,英语,8.0,71,
浪花金融道 4 ナニワ金融道・４,1999,,,日本,日语,8.0,65,
金沙萨的孩子们 Kinshasa Kids,2012,马克·亨利·韦伯,剧情,法国 / 比利时,法语,8.0,62,
"出世入世 Abbaye du revoir, L'",2004,Jérôme Anger / Jacqueline Cauët,剧情 / 家庭,法国,法语,8.0,60,
水孩子 Water Children,2011,Aliona van der Horst,,荷兰 / 日本,日语,8.0,63,
英雄之地 Land of the Heroes,2010,萨姆•奥玛凯利法,剧情,伊拉克 比利时 Iraq Belgium,庫德語及阿拉伯語,8.0,61,
AT-X開局10周年を記念して！『花の声優界！スター☆ボウリング 天下分け目の春の陣！富士山が境目です SP』,0,AT-X,,日本,日语,8.0,53,
贝克街221B Бейкер Стрит 221Б,2013,,剧情 / 犯罪,俄罗斯 Russia,俄语 Russia,7.8,46,
Saturday Night Live - Lin-Manuel Miranda/21 Pilots,2016,,喜剧,美国,英语,8.0,188,
Statuesque,2009,Neil Gaiman,,英国,英语,8.0,136,
战龙闯天关 Knocking On Heaven's Door,1992,Roger Evan Larry,,加拿大 / 德国,英语 / 德语,8.0,75,
流浪地球,2019,郭帆,科幻 / 冒险 / 灾难,中国大陆,汉语普通话 / 英语 / 俄语 / 法语 / 日语 / 韩语 / 印尼语,7.9,1985595,
夏洛特烦恼,2015,闫非 / 彭大魔,喜剧 / 爱情,中国大陆,汉语普通话,7.9,1059481,
钢铁侠3 Iron Man 3,2013,沙恩·布莱克,动作 / 科幻,美国 / 中国大陆,英语 / 汉语普通话,7.9,439243,
人在囧途,2010,叶伟民,喜剧,中国大陆,汉语普通话 / 武汉话,7.9,681238,
美国队长3 Captain America: Civil War,2016,安东尼·罗素 / 乔·罗素,动作 / 科幻,美国,英语 / 德语 / 科萨语 / 俄语 / 罗马尼亚语,7.9,473937,
死侍 Deadpool,2016,蒂姆·米勒,喜剧 / 动作 / 科幻 / 冒险,美国 / 加拿大,英语,7.9,498718,
唐山大地震,2010,冯小刚,剧情 / 历史 / 灾难,中国大陆 / 中国香港,汉语普通话 / 唐山话,7.9,472104,
我爱你！,2023,韩延,剧情 / 爱情 / 家庭,中国大陆 / 中国香港,粤语 / 汉语普通话,7.9,249268,
精灵旅社2 Hotel Transylvania 2,2015,格恩迪·塔塔科夫斯基,喜剧 / 动画 / 奇幻,美国 / 加拿大,英语,7.9,201138,
蜘蛛侠2 Spider-Man 2,2004,山姆·雷米,动作 / 科幻 / 冒险,美国,英语 / 俄语 / 汉语普通话,7.9,299506,
饥饿站台 El hoyo,2019,加尔德·加兹特鲁·乌鲁蒂亚,科幻 / 惊悚,西班牙,西班牙语,7.9,336084,
死寂 Dead Silence,2007,温子仁,悬疑 / 恐怖,美国,英语,7.9,307377,
帕丁顿熊 Paddington,2014,保罗·金,喜剧 / 动画 / 家庭,英国 / 法国,英语,7.9,260578,
新警察故事,2004,陈木胜,剧情 / 动作 / 惊悚 / 犯罪,中国大陆 / 中国香港,英语 / 汉语普通话 / 粤语,7.9,352634,
一天 One Day,2011,罗勒·莎菲,剧情 / 爱情,美国 / 英国,英语,7.9,509735,
死神来了 Final Destination,2000,黄毅瑜,惊悚 / 恐怖,美国 / 加拿大,英语 / 法语,7.9,354757,
解除好友2：暗网 Unfriended: Dark Web,2018,斯蒂芬·苏斯科,恐怖 / 犯罪,美国,英语,7.9,220947,
速度与激情 The Fast and the Furious,2001,罗伯·科恩,动作 / 犯罪,美国 / 德国,英语,7.9,213396,
百变星君 百變星君,1995,叶伟民,喜剧 / 科幻 / 奇幻,中国香港,粤语 / 汉语普通话 / 英语,7.9,326837,
地心引力 Gravity,2013,阿方索·卡隆,科幻 / 惊悚 / 灾难,英国 / 美国 / 墨西哥,英语 / 格陵兰语,7.9,452164,
速度与激情6 Furious 6,2013,林诣彬,动作 / 犯罪,美国,英语 / 俄语 / 西班牙语 / 印度尼西亚语 / 丹麦语 / 粤语,7.9,276634,
追凶者也,2016,曹保平,剧情 / 喜剧 / 犯罪,中国大陆,西南方言,7.9,363382,
逃学威龙2 逃學威龍2,1992,陈嘉上,喜剧,中国香港,粤语,7.9,216660,
赌侠 賭俠,1990,王晶,剧情 / 喜剧,中国香港,粤语,7.9,221970,
美国精神病人 American Psycho,2000,玛丽·哈伦,剧情 / 恐怖 / 犯罪,美国 / 加拿大,英语 / 西班牙语 / 粤语,7.9,118010,
倚天屠龙记之魔教教主 倚天屠龍記之魔教教主,1993,王晶,动作 / 奇幻 / 武侠 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,7.9,206389,
赌圣 賭聖,1990,元奎 / 刘镇伟,喜剧 / 动作,中国香港,粤语,7.9,217907,
网络谜踪2 Missing,2023,尼古拉斯·D·约翰逊 / 威尔·梅瑞克,剧情 / 惊悚,美国,英语 / 西班牙语,7.9,137184,
伯德小姐 Lady Bird,2017,格蕾塔·葛韦格,剧情 / 家庭,美国,英语,7.9,340305,
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,2015,克里斯托弗·麦奎里,动作 / 惊悚 / 冒险,美国 / 中国大陆 / 奥地利 / 英国 / 摩洛哥,英语 / 瑞典语 / 德语,7.9,338659,
志明与春娇 志明與春嬌,2010,彭浩翔,剧情 / 喜剧 / 爱情,中国香港,粤语,7.9,500017,
起跑线 Hindi Medium,2017,萨基特·乔杜里,剧情 / 喜剧,印度,印地语 / 英语,7.9,219168,
破坏之王 破壞之王,1994,李力持,喜剧 / 动作,中国香港,粤语,7.9,193488,
马达加斯加 Madagascar,2005,埃里克·达尼尔 / 汤姆·麦格拉思,喜剧 / 动画 / 家庭 / 冒险,美国,英语 / 葡萄牙语 / 西班牙语 / 德语 / 法语,7.9,206130,
木乃伊 The Mummy,1999,斯蒂芬·索莫斯,剧情 / 动作 / 奇幻 / 冒险,美国,英语 / 古埃及语 / 阿拉伯语 / 汉语普通话 / 希伯来语 / 匈牙利语,7.9,204066,
疾速追杀2 John Wick: Chapter 2,2017,查德·斯塔赫斯基,动作 / 惊悚 / 犯罪,美国 / 中国香港,英语 / 意大利语 / 俄语,7.9,186052,
审死官 審死官,1992,杜琪峰,喜剧 / 古装,中国香港,粤语,7.9,229060,
招魂2 The Conjuring 2,2016,温子仁,剧情 / 悬疑 / 恐怖,加拿大 / 美国 / 英国,英语,7.9,211304,
流浪猫鲍勃 A Street Cat Named Bob,2016,罗杰·斯波蒂斯伍德,剧情 / 喜剧 / 传记,英国,英语,7.9,211278,
疾速追杀3 John Wick: Chapter 3 - Parabellum,2019,查德·斯塔赫斯基,动作 / 惊悚 / 犯罪,美国,英语 / 俄语 / 日语 / 意大利语 / 阿拉伯语 / 汉语普通话 / 印度尼西亚语 / 拉丁语,7.9,212178,
潜伏 Insidious,2010,温子仁,惊悚 / 恐怖,美国 / 加拿大,英语,7.9,177300,
两小无猜 Jeux d'enfants,2003,杨·塞谬尔,剧情 / 喜剧 / 爱情,法国 / 比利时,法语,7.9,460614,
银河护卫队：假日特辑 The Guardians of the Galaxy Holiday Special,2022,詹姆斯·古恩,喜剧 / 动作 / 科幻 / 冒险,美国,英语,7.9,74286,
关于莉莉周的一切 リリイ·シュシュのすべて,2001,岩井俊二,剧情,日本,日语,7.9,188109,
潘神的迷宫 El laberinto del fauno,2006,吉尔莫·德尔·托罗,剧情 / 战争 / 奇幻,西班牙 / 墨西哥,西班牙语,7.9,251072,
红龙 Red Dragon,2002,布莱特·拉特纳,惊悚 / 犯罪,美国 / 德国,英语 / 法语,7.9,136417,
怪物史瑞克 Shrek,2001,安德鲁·亚当森 / 维基·詹森,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,美国,英语,7.9,199881,
隐秘而伟大 은밀하게 위대하게,2013,张哲洙,喜剧 / 动作,韩国,韩语,7.9,267587,
伊尼舍林的报丧女妖 The Banshees of Inisherin,2022,马丁·麦克唐纳,剧情 / 喜剧,爱尔兰 / 英国 / 美国,英语,7.9,110608,
古惑仔之人在江湖,1996,刘伟强,动作 / 犯罪,中国香港,粤语,7.9,143255,
斯巴达300勇士 300,2006,扎克·施奈德,动作 / 历史 / 战争,美国,英语,7.9,183821,
半生缘 半生緣,1997,许鞍华,剧情 / 爱情,中国香港 / 中国大陆,粤语 / 汉语普通话,7.9,101988,
看见恶魔 악마를 보았다,2010,金知云,剧情 / 惊悚 / 犯罪,韩国,韩语,7.9,118294,
关于我的女儿 딸에 대하여,2023,李美朗,剧情,韩国,韩语,7.9,319,
漂亮女人 Pretty Woman,1990,盖瑞·马歇尔,喜剧 / 爱情,美国,英语,7.9,144718,
不可饶恕 용서는 없다,2010,金亨俊,惊悚,韩国,韩语,7.9,93202,
酒精计划 Druk,2020,托马斯·温特伯格,剧情 / 喜剧,丹麦 / 瑞典 / 荷兰,丹麦语 / 瑞典语,7.9,108578,
夺宝奇兵 Raiders of the Lost Ark,1981,史蒂文·斯皮尔伯格,动作 / 冒险,美国,英语 / 德语 / 希伯来语 / 西班牙语 / 阿拉伯语 / 尼泊尔语,7.9,107042,
驾驶我的车 ドライブ・マイ・カー,2021,滨口龙介,剧情,日本,日语,7.9,128652,
飞鹰计划 飛鷹計劃,1991,成龙,喜剧 / 动作 / 冒险,中国香港,粤语,7.9,88198,
中南海保镖 中南海保鑣,1994,元奎,剧情 / 动作,中国香港,粤语,7.9,118680,
十一罗汉 Ocean's Eleven,2001,史蒂文·索德伯格,惊悚 / 犯罪,美国,英语 / 意大利语 / 粤语,7.9,196181,
心慌方 Cube,1997,文森佐·纳塔利,科幻 / 悬疑 / 惊悚,加拿大,英语 / 德语 / 法语,7.9,228690,
少数派报告 Minority Report,2002,史蒂文·斯皮尔伯格,科幻 / 惊悚 / 犯罪,美国,英语 / 瑞典语,7.9,178617,
世界上最糟糕的人 Verdens verste menneske,2021,约阿希姆·提尔,剧情 / 喜剧 / 爱情,挪威 / 法国 / 瑞典 / 丹麦,挪威语,7.9,103397,
狮子王2：辛巴的荣耀 The Lion King II: Simba's Pride,1998,达雷尔·鲁尼 / 罗布·拉杜卡,喜剧 / 动画 / 冒险,美国 / 澳大利亚,英语,7.9,65775,
隧道 터널,2016,金成勋,剧情,韩国,韩语,7.9,216166,
A计划续集 A計劃續集,1987,成龙,喜剧 / 动作 / 犯罪,中国香港,粤语,7.9,79277,
警察故事3：超级警察 警察故事III超級警察,1992,唐季礼,喜剧 / 动作 / 犯罪,中国香港,粤语 / 英语 / 汉语普通话 / 马来语 / 泰语,7.9,74737,
新僵尸先生 新殭屍先生,1992,刘观伟,喜剧 / 动作 / 恐怖,中国香港,粤语,7.9,48422,
套装 The Outfit,2022,格拉汉姆·摩尔,剧情 / 惊悚 / 犯罪,美国,英语,7.9,101929,
裁缝 The Dressmaker,2015,乔瑟琳·穆尔豪斯,剧情,澳大利亚,英语,7.9,141511,
激战 激戰,2013,林超贤,剧情 / 动作 / 运动,中国香港 / 中国大陆,粤语 / 汉语普通话,7.9,205354,
方世玉续集,1993,元奎,喜剧 / 动作 / 武侠 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,7.9,86871,
不见不散,1998,冯小刚,喜剧 / 爱情,中国大陆,汉语普通话 / 英语,7.9,168592,
星河战队 Starship Troopers,1997,保罗·范霍文,动作 / 科幻 / 惊悚 / 冒险,美国,英语,7.9,110602,
笑林小子2：新乌龙院 笑林小子2：新烏龍院,1994,朱延平,喜剧 / 动作,中国香港 / 中国台湾,粤语,7.9,72017,
电锯惊魂6 Saw VI,2009,凯文·格劳特,悬疑 / 惊悚 / 恐怖,美国 / 加拿大,英语,7.9,114322,
狙击电话亭 Phone Booth,2002,乔·舒马赫,惊悚 / 犯罪,美国,英语 / 斯瓦希里语,7.9,202083,
本能 Basic Instinct,1992,保罗·范霍文,剧情 / 悬疑 / 惊悚,美国 / 法国,英语,7.9,167683,
蒙娜丽莎的微笑 Mona Lisa Smile,2003,迈克·内威尔,剧情 / 爱情,美国,英语 / 意大利语,7.9,60250,
816 BIG,2023,魏德圣,剧情,中国台湾,汉语普通话 / 闽南语,7.9,4776,
西雅图未眠夜 Sleepless in Seattle,1993,诺拉·艾芙隆,剧情 / 喜剧 / 爱情,美国,英语,7.9,235769,
枯叶 Kuolleet lehdet,2023,阿基·考里斯马基,剧情 / 喜剧,芬兰,芬兰语,7.9,30490,
快餐车 快餐車,1984,洪金宝,喜剧 / 动作,中国香港,粤语 / 英语,7.9,80598,
活埋 Buried,2010,罗德里戈·科尔特斯,剧情 / 悬疑 / 惊悚,西班牙 / 英国 / 美国 / 法国,英语 / 阿拉伯语,7.9,159420,
鬼灭之刃 剧场版 无限列车篇 劇場版 鬼滅の刃 無限列車編,2020,外崎春雄,动画,日本,日语,7.9,109759,
鲸 The Whale,2022,达伦·阿伦诺夫斯基,剧情 / 同性,美国,英语,7.9,69174,
慕尼黑 Munich,2005,史蒂文·斯皮尔伯格,剧情 / 动作 / 惊悚 / 历史,美国 / 加拿大 / 法国,英语 / 德语 / 法语 / 希伯来语 / 阿拉伯语 / 意大利语 / 希腊语 / 俄语 / 荷兰语,7.9,46261,
布鲁克林 Brooklyn,2015,约翰·克劳利,剧情 / 爱情,英国 / 加拿大 / 爱尔兰,英语 / 拉丁语,7.9,128457,
同学麦娜丝 同學麥娜絲,2020,黄信尧,剧情 / 喜剧,中国台湾,闽南语 / 汉语普通话 / 日语,7.9,125894,
突袭 The Raid,2011,加雷斯·埃文斯,动作 / 惊悚 / 犯罪,印度尼西亚 / 法国 / 美国,印度尼西亚语,7.9,91285,
缆车之恋 Gondola,2023,维特·荷默,剧情 / 喜剧 / 爱情,德国 / 格鲁吉亚,无对白,7.9,579,
五亿探长雷洛传1：雷老虎 五億探長雷洛傳：雷老虎,1991,刘国昌,剧情 / 动作 / 爱情 / 犯罪,中国香港,粤语,7.9,67815,
初恋50次 50 First Dates,2004,彼得·西格尔,喜剧 / 爱情,美国,英语 / 夏威夷语 / 汉语普通话,7.9,286238,
边境风云,2012,程耳,剧情 / 犯罪,中国大陆,汉语普通话 / 四川话 / 缅甸语,7.9,123800,
的士速递 Taxi,1998,吉拉尔·皮雷,喜剧 / 动作 / 犯罪,法国,法语 / 德语 / 韩语 / 葡萄牙语,7.9,89329,
移魂都市 Dark City,1998,亚历克斯·普罗亚斯,科幻 / 悬疑 / 惊悚,澳大利亚,英语,7.9,67402,
监狱风云2：逃犯 監獄風雲II逃犯,1991,林岭东,剧情 / 动作 / 犯罪,中国香港,粤语,7.9,45176,
军舰岛 군함도,2017,柳昇完,剧情 / 动作 / 历史,韩国,韩语,7.9,83904,
落凡尘,2024,钟鼎,剧情 / 动画 / 奇幻,中国大陆,汉语普通话,7.9,37733,
脐带,2022,乔思雪,剧情 / 家庭,中国大陆,蒙古语 / 汉语普通话,7.9,28134,
骡子 The Mule,2018,克林特·伊斯特伍德,剧情 / 犯罪,美国,英语,7.9,142488,
一念无明 一念無明,2016,黄进,剧情 / 家庭,中国香港,粤语,7.9,109491,
我要复仇 복수는 나의 것,2002,朴赞郁,剧情 / 动作 / 惊悚,韩国,韩语 / 韩国手语,7.9,82277,
红磨坊 Moulin Rouge!,2001,巴兹·鲁赫曼,剧情 / 爱情 / 歌舞,澳大利亚 / 美国,英语 / 法语 / 西班牙语,7.9,139703,
天生杀人狂 Natural Born Killers,1994,奥利佛·斯通,剧情 / 动作 / 犯罪,美国,英语 / 纳瓦霍语 / 日语,7.9,119373,
锅匠，裁缝，士兵，间谍 Tinker Tailor Soldier Spy,2011,托马斯·阿尔弗莱德森,剧情 / 悬疑 / 惊悚,英国 / 法国 / 德国,英语 / 法语 / 俄语 / 匈牙利语 / 土耳其语,7.9,116082,
犬之力 The Power of the Dog,2021,简·坎皮恩,剧情 / 同性 / 西部,英国 / 澳大利亚 / 美国 / 加拿大 / 新西兰,英语,7.9,92419,
天使之城 City of Angels,1998,布拉德·塞伯宁,剧情 / 爱情 / 奇幻,美国 / 德国,英语,7.9,151908,
异教徒 The Wicker Man,1973,罗宾·哈迪,悬疑 / 恐怖,英国,英语,7.9,16154,
奇谋妙计五福星 奇謀妙計五福星,1983,洪金宝,喜剧 / 动作 / 犯罪,中国香港,粤语,7.9,45950,
深夜食堂电影版 映画 深夜食堂,2014,松冈锭司,剧情,日本,日语,7.9,103534,
白头神探 The Naked Gun: From the Files of Police Squad!,1988,大卫·扎克,喜剧 / 动作 / 爱情 / 犯罪,美国,英语,7.9,42514,
在云端 Up in the Air,2009,贾森·雷特曼,剧情 / 喜剧 / 爱情,美国,英语,7.9,221495,
大象 Elephant,2003,格斯·范·桑特,剧情 / 犯罪,美国,英语 / 德语,7.9,75962,
祈祷落幕时 祈りの幕が下りる時,2018,福泽克雄,剧情 / 悬疑,日本,日语,7.9,171289,
虎胆龙威3 Die Hard: With a Vengeance,1995,约翰·麦克蒂尔南,动作 / 惊悚 / 冒险,美国,英语 / 德语 / 罗马尼亚语,7.9,58554,
驱魔警察 驅魔警察,1990,董玮,喜剧 / 动作 / 奇幻,中国香港,粤语,7.9,35106,
惠子，凝视 ケイコ 目を澄ませて,2022,三宅唱,剧情 / 运动,日本,日语,7.9,35400,
灵幻先生 靈幻先生,1987,刘观伟,喜剧 / 动作 / 奇幻,中国香港,粤语,7.9,32418,
神秘河 Mystic River,2003,克林特·伊斯特伍德,剧情 / 悬疑 / 惊悚 / 犯罪,美国 / 澳大利亚,英语,7.9,78815,
平家物语：犬王 犬王,2021,汤浅政明,动画 / 音乐 / 奇幻,日本,日语,7.9,39928,
简爱 Jane Eyre,1996,佛朗哥·泽菲雷里,剧情 / 爱情,法国 / 意大利 / 英国 / 美国,英语 / 法语,7.9,33331,
希望的另一面 Toivon tuolla puolen,2017,阿基·考里斯马基,剧情 / 喜剧,芬兰 / 德国,芬兰语 / 英语 / 阿拉伯语 / 瑞典语,7.9,18588,
广岛之恋 Hiroshima mon amour,1959,阿伦·雷乃,剧情 / 爱情 / 战争,法国 / 日本,法语 / 日语 / 英语,7.9,47235,
"我，花样女王 I, Tonya",2017,克雷格·吉勒斯佩,剧情 / 喜剧 / 传记 / 运动,英国 / 美国 / 卡塔尔,英语,7.9,74210,
我是大哥大 电影版 今日から俺は！！劇場版,2020,福田雄一,喜剧,日本,日语,7.9,57860,
的士速递2 Taxi 2,2000,热拉尔·克瓦兹克,喜剧 / 动作 / 犯罪,法国,法语 / 日语 / 德语,7.9,56582,
商海通牒 Margin Call,2011,J·C·陈多尔,剧情,美国,英语,7.9,58634,
美国黑帮 American Gangster,2007,雷德利·斯科特,剧情 / 犯罪,美国 / 英国,英语 / 泰语 / 西班牙语,7.9,57918,
与犯罪的战争：坏家伙的全盛时代 범죄와의 전쟁 : 나쁜놈들 전성시대,2012,尹钟彬,剧情 / 犯罪,韩国,韩语,7.9,79024,
星运里的错 The Fault in Our Stars,2014,约什·布恩,剧情 / 爱情,美国,英语,7.9,110449,
希特勒回来了 Er ist wieder da,2015,大卫·韦恩特,喜剧,德国,德语,7.9,53699,
小兵张嘎,1963,崔嵬 / 欧阳红樱,剧情 / 儿童 / 战争,中国大陆,汉语普通话,7.9,44577,
冲锋队之怒火街头 衝鋒隊之怒火街頭,1996,陈木胜,动作 / 犯罪,中国香港,粤语,7.9,21999,
最后的武士 The Last Samurai,2003,爱德华·兹威克,剧情 / 动作 / 战争 / 冒险,美国 / 新西兰 / 日本,英语 / 日语,7.9,81851,
蜡笔小新：风起云涌！我的宇宙公主 クレヨンしんちゃん 嵐を呼ぶ！オラと宇宙のプリンセス,2012,增井壮一,动画,日本,日语,7.9,13265,
仙境之桥 Bridge to Terabithia,2007,嘉柏·丘波,剧情 / 奇幻 / 冒险,美国,英语,7.9,80222,
非常主播 과속스캔들,2008,姜炯哲,剧情 / 喜剧 / 音乐,韩国,韩语,7.9,174348,
保镖 The Bodyguard,1992,米克·杰克逊,剧情 / 动作 / 爱情 / 惊悚 / 音乐,美国,英语,7.9,83557,
埃及艳后 Cleopatra,1963,约瑟夫·L·曼凯维奇,剧情 / 传记 / 历史,英国 / 美国 / 瑞士,英语,7.9,52750,
圆满结局 Happyend,2024,空音央,剧情,日本 / 美国,日语 / 汉语普通话,7.9,933,
只有你 오직 그대만,2011,宋一坤,剧情 / 爱情,韩国,韩语,7.9,65933,
乐高大电影 The Lego Movie,2014,菲尔·罗德 / 克里斯托弗·米勒,喜剧 / 动画 / 冒险,美国 / 澳大利亚 / 丹麦,英语,7.9,63993,
怪房客 Le locataire,1976,罗曼·波兰斯基,剧情 / 惊悚,法国,法语 / 英语,7.9,22459,
冰风暴 The Ice Storm,1997,李安,剧情 / 家庭,美国,英语,7.9,34103,
南汉山城 남한산성,2017,黄东赫,剧情 / 历史 / 战争,韩国,韩语 / 满语,7.9,34566,
蜡笔小新：呼风唤雨！黄金的间谍大作战 クレヨンしんちゃん 嵐を呼ぶ黄金のスパイ大作戦,2011,增井壮一,动画,日本,日语,7.9,13806,
我恨你的十件事 10 Things I Hate About You,1999,吉尔·约格尔,喜剧 / 爱情,美国,英语,7.9,55712,
蜡笔小新：呼唤传说！三分钟嘎巴大进攻 伝説を呼ぶ ブリブリ３分ポッキリ大进撃,2005,武藤裕治,剧情 / 动画,日本,日语,7.9,11154,
